CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5926,Male,0,No,Yes,59,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,No internet service,One Year,No,Bank transfer (automatic),74.89825935534415,3925.245717063941,1
5927,Male,0,Yes,Yes,50,Yes,No phone service,No,Yes,No internet service,No internet service,No,Yes,No,Two Year,No,Mailed check,43.33123636572461,1809.6260313741038,0
5928,Male,0,Yes,Yes,70,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No internet service,Yes,One Year,No,Electronic check,65.50617204543032,5905.121771809247,0
5929,Male,0,Yes,Yes,60,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,No,Month-to-Month,Yes,Electronic check,106.23618233814366,5540.931182013122,0
5930,Female,0,No,Yes,65,Yes,Yes,No,No,Yes,Yes,Yes,No,No,One Year,No,Mailed check,45.5993521485368,2220.506629097044,1
5931,Male,0,Yes,Yes,52,No,Yes,DSL,Yes,No,Yes,No internet service,No,Yes,One Year,No,Bank transfer (automatic),30.19432701009242,3832.5550039481186,1
5932,Male,0,No,No,60,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two Year,Yes,Credit card (automatic),66.36248822909747,2162.992228059142,1
5933,Male,1,Yes,Yes,69,Yes,No,No,Yes,No,Yes,No internet service,No,Yes,Month-to-Month,Yes,Credit card (automatic),78.33556041440502,1540.0477557354027,1
5934,Male,0,Yes,Yes,44,No,Yes,No,No internet service,No,No internet service,No,No internet service,No,Two Year,Yes,Electronic check,77.81458304295896,7486.244816219288,1
5935,Female,1,Yes,No,38,Yes,Yes,No,Yes,Yes,No internet service,No,Yes,No,Two Year,No,Electronic check,94.95282984025997,5794.26435929693,0
5936,Male,0,No,No,5,Yes,No phone service,No,Yes,No internet service,No,No,No,No internet service,Month-to-Month,No,Credit card (automatic),88.57149673563956,6608.678667325833,0
5937,Female,0,Yes,Yes,34,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Month-to-Month,No,Credit card (automatic),78.35229450221138,4963.986014660449,0
5938,Male,1,Yes,No,9,No,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,No,Bank transfer (automatic),111.13643569122318,7008.264783552589,1
5939,Male,0,No,No,27,No,No phone service,DSL,No,No internet service,Yes,No internet service,No,No internet service,One Year,Yes,Electronic check,98.7313909160732,5402.472978769929,0
5940,Male,0,Yes,No,48,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No,No internet service,Two Year,Yes,Credit card (automatic),112.49430519418983,5460.878548983439,1
5941,Female,0,Yes,No,47,No,No,DSL,Yes,No,No internet service,No,Yes,No,Two Year,Yes,Electronic check,34.073671072959186,6941.799557082109,0
5942,Male,1,Yes,Yes,50,No,No phone service,DSL,Yes,No,No internet service,No internet service,No,No,One Year,No,Bank transfer (automatic),61.20543108190699,1045.0864386921203,1
5943,Male,0,No,No,34,No,Yes,No,Yes,No internet service,No,Yes,Yes,Yes,Two Year,No,Mailed check,109.07788742672781,2307.0907522026646,1
5944,Female,0,Yes,No,10,No,Yes,No,No internet service,No internet service,No,No internet service,No,Yes,Two Year,Yes,Electronic check,75.7148053651709,7571.3352192405555,1
5945,Male,1,Yes,No,1,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,Yes,Two Year,No,Electronic check,32.91918986672735,3278.153282006819,1
5946,Female,1,Yes,No,10,No,No,Fiber optic,No,Yes,No,No internet service,No,Yes,Two Year,No,Mailed check,94.55600712444348,3593.4957972091947,0
5947,Female,1,Yes,Yes,60,No,No phone service,Fiber optic,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-Month,No,Electronic check,59.2569943999199,273.7921514821541,0
5948,Female,0,Yes,Yes,55,No,No phone service,No,Yes,No internet service,No,Yes,Yes,No,Two Year,Yes,Credit card (automatic),74.96404354003025,4987.769113896127,0
5949,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,One Year,Yes,Bank transfer (automatic),65.88178066958648,566.6535783053644,0
5950,Female,1,Yes,No,29,No,No phone service,No,No internet service,No internet service,Yes,No internet service,No,No,Month-to-Month,Yes,Bank transfer (automatic),83.61456508643691,4540.411411371791,1
5951,Male,0,Yes,Yes,13,Yes,Yes,No,No internet service,No,Yes,No,Yes,Yes,Two Year,Yes,Electronic check,76.7001892173852,2681.71000229898,1
5952,Female,0,Yes,Yes,60,No,No,DSL,No internet service,No,No,No,No internet service,No,Two Year,Yes,Mailed check,95.77328483994631,3362.7235710977493,0
5953,Male,1,No,No,18,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Two Year,Yes,Mailed check,40.30020757807149,4320.738203478045,0
5954,Male,0,Yes,No,49,No,No,DSL,No internet service,Yes,No internet service,No,No internet service,No,Month-to-Month,Yes,Bank transfer (automatic),44.871415954270894,6317.835491069015,1
5955,Male,1,Yes,No,24,No,No,DSL,No internet service,No,No,No,No,Yes,Two Year,Yes,Electronic check,72.22878988351542,4392.222748282827,0
5956,Male,0,No,No,46,Yes,No,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-Month,Yes,Mailed check,82.4196445905335,4797.910014201812,1
5957,Female,1,No,No,51,No,No,DSL,Yes,No internet service,No,Yes,No,No internet service,One Year,Yes,Bank transfer (automatic),50.7140849712582,7396.941041422307,0
5958,Male,1,No,Yes,58,No,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Mailed check,49.98168493286991,6857.882063935049,0
5959,Female,0,No,Yes,71,No,No,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Month-to-Month,No,Bank transfer (automatic),44.19384850257801,4328.609967242915,1
5960,Male,1,No,Yes,34,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-Month,Yes,Mailed check,105.51196123306467,3500.604803992885,1
5961,Female,1,Yes,Yes,64,No,No,No,No,No internet service,No,Yes,No internet service,No,Month-to-Month,No,Credit card (automatic),116.93050687894034,3760.869456396641,1
5962,Female,1,No,No,58,No,Yes,No,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-Month,No,Credit card (automatic),40.87820773255201,1921.1330752247886,1
5963,Female,0,No,Yes,1,Yes,No phone service,No,No,Yes,Yes,No,No,No,Two Year,No,Electronic check,48.83657897701906,4797.033457491717,0
5964,Female,0,No,Yes,50,No,No,DSL,Yes,Yes,No,Yes,Yes,No internet service,Month-to-Month,Yes,Mailed check,70.26705473490578,7147.771406838918,0
5965,Male,0,Yes,Yes,9,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,Two Year,Yes,Electronic check,63.111522930262616,3084.6825480045704,0
5966,Male,0,Yes,No,3,Yes,No,DSL,Yes,No,No internet service,No,Yes,No,Two Year,No,Electronic check,103.33407512280064,1620.3186366762093,1
5967,Female,0,No,No,35,No,Yes,DSL,Yes,Yes,No internet service,No internet service,No,No internet service,One Year,Yes,Credit card (automatic),110.00366049747859,808.0694608019196,1
5968,Male,0,Yes,Yes,59,No,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-Month,Yes,Credit card (automatic),70.02990845749463,7639.507374051603,1
5969,Female,0,No,No,42,Yes,Yes,DSL,No,No,No,No,No,No internet service,Two Year,Yes,Bank transfer (automatic),117.43015192643696,7356.236951434337,0
5970,Female,1,No,No,50,No,Yes,No,No internet service,No internet service,Yes,No,No,Yes,One Year,Yes,Bank transfer (automatic),97.01512775613541,6307.671214734403,0
5971,Female,0,No,Yes,18,No,No,DSL,No internet service,Yes,Yes,No internet service,No,No internet service,Two Year,No,Electronic check,41.15082118955009,2989.6495168098904,0
5972,Female,1,Yes,No,13,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank transfer (automatic),98.87828493337717,7128.488732919812,1
5973,Female,1,No,Yes,66,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No internet service,No,One Year,No,Bank transfer (automatic),61.61955768490315,1296.5501004945108,1
5974,Male,0,Yes,Yes,51,No,No phone service,DSL,No,No internet service,No internet service,No internet service,Yes,No,Month-to-Month,Yes,Bank transfer (automatic),73.35107936475139,6455.1456402490285,1
5975,Female,0,Yes,No,66,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank transfer (automatic),80.98245130540758,631.6914018936436,1
5976,Female,1,Yes,Yes,18,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-Month,No,Electronic check,119.82381338466023,1745.9260241770892,1
5977,Male,0,No,Yes,50,Yes,Yes,No,No internet service,No,No,No,Yes,Yes,One Year,Yes,Electronic check,64.43548036320763,5181.645517237098,1
5978,Male,1,Yes,No,1,No,Yes,DSL,No,Yes,No,No,No internet service,No internet service,Month-to-Month,No,Mailed check,117.56715273992914,4013.005972919442,0
5979,Male,1,Yes,Yes,14,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,Yes,One Year,Yes,Electronic check,116.66972320400302,5009.010681310328,1
5980,Female,0,Yes,Yes,11,No,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Two Year,No,Bank transfer (automatic),62.41453223428143,4708.100196069326,0
5981,Male,1,Yes,No,60,Yes,No phone service,DSL,No,Yes,No,No internet service,Yes,Yes,Two Year,Yes,Mailed check,69.570222616969,3763.6058110980102,1
5982,Male,0,Yes,Yes,50,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,Yes,Month-to-Month,Yes,Mailed check,101.77483407880028,1849.7704369849823,0
5983,Female,1,No,No,27,No,No phone service,No,No,No internet service,No internet service,No,No,No,Month-to-Month,Yes,Electronic check,105.23746065795063,5557.369820819258,1
5984,Male,0,Yes,No,41,Yes,No phone service,No,No,No,No,No,Yes,No,Two Year,No,Mailed check,72.67710248636891,594.9081818370806,1
5985,Male,0,No,No,57,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-Month,No,Credit card (automatic),71.51764904650865,3207.736803025331,0
5986,Female,1,No,No,68,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,No internet service,One Year,Yes,Mailed check,77.24757429306183,7238.026916615404,1
5987,Female,1,Yes,Yes,41,Yes,Yes,DSL,No,No,Yes,No,No internet service,No internet service,One Year,Yes,Credit card (automatic),80.49221013949507,5987.6316423118415,1
5988,Female,1,Yes,Yes,22,No,Yes,DSL,Yes,No internet service,Yes,No internet service,No internet service,No,Two Year,Yes,Mailed check,40.34896937666812,1852.5312052946015,0
5989,Female,1,Yes,Yes,32,No,No,DSL,No internet service,Yes,Yes,No internet service,No,Yes,Two Year,No,Mailed check,26.67894057098306,510.94164356395834,1
5990,Female,0,Yes,No,42,Yes,No,DSL,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-Month,No,Mailed check,22.954384260476917,7478.117789690637,0
5991,Male,0,No,No,53,Yes,Yes,No,No,Yes,No,Yes,No,No,One Year,No,Electronic check,22.721058258482365,7107.364047890333,0
5992,Male,1,No,Yes,68,No,No,Fiber optic,Yes,Yes,No,No internet service,No,No,Month-to-Month,Yes,Mailed check,32.09425222378646,3960.6444423668386,0
5993,Male,1,Yes,Yes,64,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,One Year,No,Electronic check,28.890360310836964,1922.2869890281388,1
5994,Female,1,No,No,41,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No internet service,No,One Year,Yes,Mailed check,26.283530529184045,5045.593855051041,0
5995,Male,1,No,Yes,61,No,No phone service,No,No internet service,No internet service,No internet service,No,No internet service,No,One Year,Yes,Electronic check,47.26838723948557,5137.399326982034,0
5996,Female,1,Yes,Yes,36,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No,One Year,Yes,Bank transfer (automatic),35.06810009761742,3982.2837818855924,0
5997,Male,0,Yes,No,47,No,No phone service,DSL,Yes,No,Yes,No internet service,Yes,No,One Year,Yes,Electronic check,46.1838189921704,4905.429847680799,1
5998,Female,1,Yes,No,63,Yes,Yes,DSL,No,No,No internet service,Yes,No internet service,No,Month-to-Month,Yes,Mailed check,23.139913861398448,3044.363691274661,0
5999,Male,1,Yes,No,52,Yes,No,No,No internet service,No,No,Yes,No,Yes,One Year,Yes,Electronic check,64.52881954379268,3170.6879386550854,1
6000,Female,0,Yes,No,2,Yes,No,No,Yes,No internet service,Yes,No internet service,Yes,Yes,Two Year,No,Mailed check,117.6724575960099,6165.782919170354,1
6001,Male,0,No,Yes,16,Yes,No,No,No,No internet service,No internet service,No internet service,Yes,No,Two Year,No,Mailed check,54.8078931675382,7816.294254684957,1
6002,Male,1,No,Yes,54,Yes,No phone service,DSL,No internet service,No,No,Yes,Yes,No internet service,Two Year,Yes,Mailed check,42.77563216340518,4695.870291500321,1
6003,Male,0,Yes,Yes,41,No,No,Fiber optic,Yes,No,No internet service,No internet service,No internet service,Yes,Two Year,No,Credit card (automatic),97.09428981484172,5564.798701720506,0
6004,Female,1,No,No,36,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,Yes,One Year,Yes,Mailed check,69.69532917011972,6116.342472947133,1
6005,Male,0,No,Yes,57,No,Yes,DSL,No,No,Yes,No internet service,Yes,Yes,One Year,No,Credit card (automatic),93.36568734443823,5296.813946711228,1
6006,Male,0,No,Yes,69,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No internet service,One Year,Yes,Credit card (automatic),22.890362383305302,5752.836370325063,0
6007,Male,1,No,Yes,12,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One Year,Yes,Credit card (automatic),36.91466083976859,6902.6524026986435,1
6008,Male,0,No,No,48,No,No,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-Month,Yes,Mailed check,96.73217844208638,6745.306428526723,0
6009,Male,0,No,No,15,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit card (automatic),25.983864181409125,588.7350538761038,0
6010,Female,1,Yes,Yes,36,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit card (automatic),82.34425520970188,2175.03398772247,1
6011,Male,0,Yes,Yes,3,No,Yes,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Two Year,Yes,Bank transfer (automatic),58.01192785965901,7923.746937213956,1
6012,Male,1,Yes,No,28,Yes,No,No,No,Yes,Yes,No internet service,No,No,Month-to-Month,No,Credit card (automatic),43.52203717511435,1227.7419937025347,0
6013,Male,0,Yes,Yes,4,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed check,97.84444405170072,7731.777019597562,0
6014,Female,1,Yes,No,54,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,Two Year,No,Bank transfer (automatic),74.67848023027096,3025.131382055945,1
6015,Female,0,Yes,No,30,No,No phone service,DSL,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-Month,No,Mailed check,38.92362135000883,2421.0638741503926,0
6016,Male,1,Yes,Yes,28,No,No phone service,No,Yes,Yes,Yes,No internet service,No,Yes,Month-to-Month,No,Credit card (automatic),69.33245363786129,3780.384243955502,0
6017,Female,1,No,No,12,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No internet service,Yes,One Year,No,Electronic check,52.83262164787841,4911.983457753812,1
6018,Male,1,Yes,Yes,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-Month,Yes,Electronic check,95.53705024943183,7570.616972043463,1
6019,Male,1,No,No,48,No,No phone service,DSL,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-Month,No,Credit card (automatic),118.22534097083697,4344.659590511025,1
6020,Male,1,Yes,No,56,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Mailed check,70.92635699472618,4049.747116664003,0
6021,Male,0,Yes,No,13,No,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No,Yes,One Year,No,Credit card (automatic),103.05170209702666,179.60646618509753,1
6022,Female,1,No,Yes,44,No,Yes,Fiber optic,No,No internet service,No,Yes,Yes,Yes,One Year,Yes,Electronic check,56.33748434467415,3203.1598224355635,0
6023,Male,0,No,Yes,66,No,Yes,No,No internet service,No internet service,No,No,Yes,Yes,Month-to-Month,Yes,Electronic check,82.43652893648843,4604.982939017221,1
6024,Male,1,No,Yes,26,No,Yes,DSL,No internet service,Yes,No,No internet service,No,Yes,Two Year,No,Bank transfer (automatic),76.14082618601395,4761.807436890072,0
6025,Male,1,No,No,68,No,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,No,Mailed check,34.48951635715557,2020.7091602473286,0
6026,Male,1,No,No,55,No,No,DSL,No,Yes,Yes,Yes,No,No internet service,Month-to-Month,Yes,Credit card (automatic),118.42391388349267,2333.737145914229,1
6027,Male,1,Yes,Yes,27,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No,Two Year,Yes,Credit card (automatic),63.27999810879645,2185.6293457155225,1
6028,Male,0,No,Yes,60,No,No phone service,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,One Year,Yes,Electronic check,47.41565144958825,2120.4358420421927,1
6029,Male,0,Yes,No,27,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-Month,Yes,Mailed check,75.04071400613387,4643.668811013947,0
6030,Female,0,No,No,3,No,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,One Year,No,Electronic check,87.4943626509765,4567.335201031121,0
6031,Female,0,No,Yes,18,Yes,No,No,No internet service,Yes,No,No internet service,No internet service,Yes,One Year,Yes,Electronic check,92.05545505604412,6551.211816979463,1
6032,Male,0,Yes,No,6,No,Yes,DSL,Yes,No,No internet service,No internet service,Yes,Yes,One Year,Yes,Electronic check,33.517741148382314,2406.998132206415,0
6033,Male,0,Yes,Yes,17,Yes,No,No,Yes,Yes,No internet service,Yes,Yes,Yes,One Year,No,Credit card (automatic),61.52125926416802,2067.0408453690816,0
6034,Male,1,Yes,No,30,No,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Two Year,Yes,Credit card (automatic),89.27789380641538,3617.5785073288735,1
6035,Female,1,Yes,No,2,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,Yes,Yes,Two Year,Yes,Mailed check,89.95499935080998,5441.459228779528,1
6036,Female,0,No,No,20,No,Yes,DSL,Yes,Yes,No,Yes,No internet service,No internet service,Two Year,Yes,Bank transfer (automatic),87.72595019555818,1614.4517514212803,1
6037,Female,0,Yes,No,67,Yes,No,DSL,Yes,No,No internet service,No internet service,No,Yes,One Year,Yes,Credit card (automatic),43.69842036354585,5463.883546564537,0
6038,Female,0,Yes,Yes,18,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Month-to-Month,No,Bank transfer (automatic),68.46086636290663,4204.156589610286,1
6039,Female,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-Month,Yes,Electronic check,71.59001563436019,4716.427081117864,1
6040,Male,1,Yes,No,35,No,Yes,No,Yes,No internet service,No internet service,No,No,Yes,Two Year,Yes,Mailed check,72.05971917173,3486.9296574907066,1
6041,Male,0,No,Yes,71,Yes,No,DSL,No internet service,No,No internet service,Yes,No,Yes,Month-to-Month,No,Bank transfer (automatic),70.98342440959536,2191.296586810308,0
6042,Male,1,Yes,Yes,47,No,No,No,Yes,No,No,No,Yes,Yes,One Year,Yes,Electronic check,65.9999633837394,5107.643272772523,1
6043,Male,1,No,Yes,54,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,Yes,No internet service,Month-to-Month,Yes,Credit card (automatic),24.961000657371272,732.8610156089472,1
6044,Male,0,No,Yes,19,No,No phone service,No,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-Month,No,Mailed check,72.37108744970845,1547.439755149844,0
6045,Female,1,No,No,4,No,No,Fiber optic,No,No internet service,No,No internet service,No,No internet service,Month-to-Month,No,Bank transfer (automatic),101.78886865200003,4297.45477310259,0
6046,Female,0,No,Yes,40,No,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,Yes,Two Year,Yes,Mailed check,26.887086648731866,7429.144369321289,1
6047,Female,0,No,No,41,No,Yes,No,No internet service,Yes,Yes,No,Yes,No,Month-to-Month,No,Electronic check,29.140854783269937,5068.350097159942,1
6048,Male,0,No,No,32,No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-Month,Yes,Mailed check,44.26292970693245,6518.956351948563,0
6049,Female,0,Yes,No,50,No,No,DSL,Yes,No,No,No,No,No internet service,Month-to-Month,Yes,Mailed check,33.81895114127924,5119.056152511172,0
6050,Male,1,Yes,No,22,Yes,No,No,Yes,No,No internet service,Yes,No,No internet service,One Year,Yes,Credit card (automatic),45.06406907853206,4837.926434377618,1
6051,Female,0,Yes,No,10,No,No phone service,No,No,Yes,No,No internet service,No internet service,Yes,Month-to-Month,No,Mailed check,37.178736747400926,4680.461148323829,0
6052,Female,0,No,Yes,39,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No internet service,Yes,Two Year,Yes,Mailed check,25.050981250549146,5922.710268654892,1
6053,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Two Year,No,Electronic check,70.38342578745042,4402.485940680337,0
6054,Male,1,Yes,Yes,32,Yes,No,No,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-Month,No,Mailed check,102.15378212146824,3074.5608174332774,0
6055,Male,1,Yes,Yes,29,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,One Year,No,Credit card (automatic),77.34079231484392,7216.957076189723,1
6056,Male,0,Yes,No,33,Yes,No phone service,No,No,No,No,No internet service,Yes,No internet service,Two Year,No,Mailed check,103.61324250773127,5806.340446619205,0
6057,Male,0,No,Yes,24,Yes,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One Year,No,Credit card (automatic),118.76064553946752,1933.9412104937503,0
6058,Female,1,Yes,No,44,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,Yes,No internet service,Two Year,Yes,Credit card (automatic),47.66429589163914,6123.219789340843,0
6059,Female,0,No,Yes,47,No,No,DSL,Yes,Yes,No internet service,No,No,No,Month-to-Month,Yes,Bank transfer (automatic),49.73950544829708,7772.257920164608,1
6060,Male,1,No,No,31,No,No,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,One Year,Yes,Mailed check,43.90686877679289,6125.042881455488,0
6061,Male,0,No,No,27,Yes,Yes,No,No,Yes,Yes,No internet service,Yes,No,Two Year,No,Credit card (automatic),71.05589262043397,5496.628689664382,0
6062,Male,1,No,Yes,44,No,Yes,No,No internet service,Yes,No,No,No internet service,No,One Year,No,Credit card (automatic),83.3971065454154,1737.4076969809746,1
6063,Female,0,Yes,Yes,19,No,No phone service,Fiber optic,No internet service,No,No,Yes,No,No,Month-to-Month,Yes,Bank transfer (automatic),49.162850669821474,4645.483254073664,0
6064,Male,1,No,No,29,No,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Electronic check,114.72820020117048,635.6594753501964,1
6065,Male,1,Yes,No,10,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two Year,No,Electronic check,45.17261856442244,4249.57127375549,1
6066,Female,1,Yes,No,4,No,No phone service,DSL,No,No internet service,Yes,No internet service,Yes,No,Two Year,No,Mailed check,48.301898388649526,4780.461636251749,0
6067,Male,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,No internet service,Two Year,Yes,Credit card (automatic),20.405237712467745,7620.750524952788,1
6068,Female,1,Yes,Yes,15,No,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,One Year,No,Bank transfer (automatic),20.435588718718837,5316.037988895217,0
6069,Male,1,Yes,No,17,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No,No internet service,One Year,Yes,Bank transfer (automatic),31.93571012743523,2887.561057061903,0
6070,Male,0,No,No,49,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-Month,No,Bank transfer (automatic),113.64431031263042,3190.013250119495,0
6071,Female,0,Yes,No,26,No,No,DSL,No,Yes,No,No,No internet service,No,Month-to-Month,Yes,Credit card (automatic),105.8871630537839,4602.923585450493,0
6072,Male,1,Yes,No,31,No,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-Month,No,Mailed check,92.61173455247803,5353.951679285996,1
6073,Female,1,Yes,No,32,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,Yes,No internet service,Month-to-Month,No,Mailed check,58.454016462724425,5548.445519673789,1
6074,Male,0,Yes,No,42,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two Year,No,Electronic check,33.15689233771713,7492.02578114274,0
6075,Male,1,No,No,43,Yes,Yes,No,No internet service,Yes,Yes,No,No internet service,No,Two Year,No,Electronic check,106.97492079028561,7817.665346334821,1
6076,Male,0,Yes,No,13,Yes,No,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,Month-to-Month,Yes,Electronic check,46.26625613030059,683.9371401165797,0
6077,Male,1,No,Yes,55,No,No,Fiber optic,No internet service,No,No,No,No,No,Two Year,No,Credit card (automatic),48.09078886652618,3214.716711221331,1
6078,Male,1,No,No,13,No,Yes,DSL,Yes,No,No,Yes,No,Yes,One Year,Yes,Credit card (automatic),79.82279952998286,4455.104362920624,1
6079,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two Year,No,Credit card (automatic),27.0803110006337,6730.385789090662,1
6080,Female,1,Yes,Yes,34,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No,One Year,Yes,Electronic check,66.44284712167521,5706.070897440269,0
6081,Male,0,No,Yes,8,No,No,No,No internet service,No,No,No,No internet service,No,One Year,Yes,Credit card (automatic),33.11315389255259,2103.233464288589,1
6082,Male,0,No,No,10,No,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,Yes,Two Year,No,Electronic check,102.5198272221601,7743.942989111453,0
6083,Female,0,No,No,32,Yes,Yes,DSL,No internet service,No,Yes,Yes,No internet service,No,Month-to-Month,Yes,Mailed check,104.34778488721724,7593.062743352966,0
6084,Female,1,Yes,No,52,No,No,No,No internet service,Yes,No internet service,Yes,Yes,Yes,Two Year,Yes,Credit card (automatic),24.008196805908714,6986.834393344075,1
6085,Male,0,Yes,No,12,Yes,No,No,No internet service,Yes,No internet service,No,No,No,One Year,No,Mailed check,22.188039324752864,1484.6362198294491,1
6086,Male,0,No,No,39,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,Yes,One Year,No,Credit card (automatic),31.821839670874834,2021.1777575042704,1
6087,Female,1,No,Yes,41,No,No phone service,DSL,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-Month,Yes,Credit card (automatic),102.53727148401478,2259.2501545935993,1
6088,Female,1,Yes,No,56,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,Yes,One Year,No,Mailed check,109.50046763173789,3782.419186978803,1
6089,Female,1,No,No,2,Yes,Yes,No,No,No internet service,No internet service,No,Yes,Yes,One Year,Yes,Credit card (automatic),42.69714447042579,2378.851885513968,1
6090,Female,1,No,Yes,35,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,Month-to-Month,Yes,Bank transfer (automatic),81.33535900202602,435.3132731633405,1
